ec,value,chebi,kegg,pubchem,hmdb
1.4.3.4,576.0,17963,C04599,1388,
1.4.3.4,647.9999999999999,17963,C04599,1388,
1.4.3.4,867.5999999999999,17963,C04599,1388,
1.4.3.4,19080.0,15760,C00483,5610,HMDB00306
1.4.3.4,3888.000000000001,73472,,9692,HMDB12246
1.4.3.4,5760.0,73472,,9692,HMDB12246
1.4.3.4,6840.0,73472,,9692,HMDB12246
1.4.3.4,6840.0,73472,,9692,HMDB12246
1.4.3.4,7488.000000000001,73472,,9692,HMDB12246
1.4.3.4,7488.000000000001,73472,,9692,HMDB12246
1.4.3.4,7920.0,73472,,9692,HMDB12246
1.4.3.4,9000.0,73472,,9692,HMDB12246
1.4.3.4,6660.0,,,95153,
3.1.2.6,658800.0,,,,
3.1.2.6,676800.0,,,193846,
3.1.2.6,2718000.0,,,193846,
3.1.2.6,5364000.0,,,,
3.1.2.6,1008000.0,15694,C03451,440018,HMDB01066
3.1.2.6,2617200.0,15694,C03451,440018,HMDB01066
3.1.2.6,6264000.0,17491,,20841668,
3.7.1.3,12600.0,1547,C02794,25244175;89,HMDB00732
3.7.1.3,12600.0,17380;58125,C03227,11811;49791998,HMDB11631
3.7.1.3,828.0,16946;57959,C00328,161166;6971029,HMDB00684
1.14.16.4,9612.0,16828;57912,C00078;D00020,6305;6923516,HMDB00929
1.14.16.4,18108.0,16828;57912,C00078;D00020,6305;6923516,HMDB00929
1.14.16.4,4978.8,15379;27140,C00007;D00003,977,HMDB01377
1.14.16.4,24228.0,15379;27140,C00007;D00003,977,HMDB01377
1.14.16.4,7801.199999999999,59560,C00272;D08505,44257,
1.14.16.4,16441.199999999997,59560,C00272;D08505,44257,
1.14.16.2,10907.999999999998,17895;58315,C00082;D00022,6057;6942100,HMDB00158
1.14.16.2,11988.0,17895;58315,C00082;D00022,6057;6942100,HMDB00158
1.14.16.2,61.2,59560,C00272;D08505,44257,
1.14.16.2,1692.0,59560,C00272;D08505,44257,
1.14.16.2,2088.0,59560,C00272;D08505,44257,
1.14.16.1,23508.0,17295;58095,C00079;D00021,6140;6925665,HMDB00159
2.4.2.10,86.39999999999999,25722,,92751,HMDB00788
2.4.2.10,86.39999999999999,25722,,92751,HMDB00788
2.4.2.10,61.2,15732,C05682,546,HMDB04110
2.4.2.10,61.2,15842,C01103,160617,HMDB00218
2.4.2.10,360.0,15842,C01103,160617,HMDB00218
1.6.2.2,118800.0,16474,C00005,5884,
1.6.2.2,353880.0,5020,C00324,,
1.6.2.2,1800000.0,5020,C00324,,
1.6.2.2,2437200.0,5020,C00324,,
1.6.2.2,2520000.0,5020,C00324,,
1.6.2.2,2880000.0,5020,C00324,,
1.6.2.2,2977200.0,5020,C00324,,
1.6.2.2,2638.7999999999997,16908,C00004,439153,
1.6.2.2,1296000.0,,,,
1.6.2.2,2160000.0,,,,
3.5.4.12,3456000.0,15918,C00239,13945,HMDB01202
3.5.4.10,30960.0,18381,C04734,166760,HMDB01439
3.5.4.10,30960.0,18381,C04734,166760,HMDB01439
3.1.6.8,2941.2,1905,C11585,84843,
3.1.6.8,60480.0,,,182042,
1.3.99.12,27360000.0,27540,C05270,449118,
1.3.99.12,10440000.0,15479,C00630,3036931,HMDB01243
1.3.99.12,34920000.0,,,,
2.1.1.1,3672.0,17154,C00153;D00036,936,HMDB01406
2.1.1.6,647.9999999999999,23053,C17590,1203,
2.1.1.6,936.0000000000001,23053,C17590,1203,
2.1.1.6,126.0,62845,C14209,5282360,
2.1.1.6,277.2,62845,C14209,5282360,
2.1.1.6,360.0,,,133728,
2.1.1.6,612.0000000000001,76125,C09728,182232,
2.1.1.6,1134.0,76125,C09728,182232,
2.1.1.6,316.79999999999995,18243,C03758;D07870,681,HMDB00073
2.1.1.6,684.0,18243,C03758;D07870,681,HMDB00073
2.1.1.6,144.0,33569,,951,
2.1.1.6,647.9999999999999,33569,,951,
2.1.1.6,306.00000000000006,28744,C05301,247304,HMDB00338
2.1.1.6,3564.0,28744,C05301,247304,HMDB00338
2.1.1.6,306.00000000000006,,D05688,4866774;838,
2.1.1.6,900.0,,D05688,4866774;838,
2.1.1.5,15.84,17728;58252,C03172,145692;7098638,
2.1.1.5,86400.0,17728;58252,C03172,145692;7098638,
2.1.1.5,136800.0,17728;58252,C03172,145692;7098638,
2.1.1.5,107.28,17750,C00719;D07523,247,HMDB00043
2.1.1.5,151.92000000000002,17750,C00719;D07523,247,HMDB00043
2.1.1.5,316800.0,17750,C00719;D07523,247,HMDB00043
2.1.1.5,1.0799999999999998,17588;58199,C00155,6971015;91552,
2.1.1.5,132.12000000000003,17588;58199,C00155,6971015;91552,
2.1.1.5,136.07999999999998,17588;58199,C00155,6971015;91552,
3.1.1.23,4068.0,,,87247,
3.5.1.1,11484.0,17196;58048,C00152,6267;6992089,HMDB00168
3.5.1.1,2880.0,,,7020415,
4.2.1.18,24480.0,15473;36926,C00877,5497143,
4.2.1.18,936.0000000000001,11814,,91506,
4.2.1.18,5040.0,15497,C02411,9543050,
4.2.1.18,10440.0,15486,C03069,9549326,
4.2.1.18,6120.0,37050,C05116,644065,
4.2.1.18,18360.0,15488,,11966117,
6.3.4.16,20628.0,13759;16134;32863;32876;32877,C00014;D02916,222,HMDB00051
6.3.2.17,4211.999999999999,22526,,169371,
6.3.2.17,2916.0,,,90658597,
6.3.2.17,2951.9999999999995,,,25245141,
6.3.2.17,1980.0,,,12314743,
6.3.2.17,2340.0,27470,C00504;D00070,6037,HMDB00121
6.3.2.17,36.0,,,,
6.3.2.17,3024.0,15633,C00415,98792,HMDB01056
6.3.2.17,3564.0,15635,,5460413,
6.3.2.17,1224.0000000000002,,,21155395,
6.3.2.17,3420.0,,,90658192,
3.6.1.19,720.0,,,,
3.6.1.19,2880.0,17677,C00063,6176,HMDB00082
3.6.1.19,1080.0,16311,C00458,65091,HMDB00998
3.6.1.19,2520.0,18077,C00459,64968,HMDB01342
3.6.1.19,2520.0,15713,C00075,6133,HMDB00285
3.6.1.13,216000.0,27844,C02353,101812,
3.6.1.13,19800.0,,C00301,445794,
3.6.1.13,41040.0,,C00301,445794,
3.6.1.13,126000.0,,C00301,445794,
3.6.1.13,28800.0,,C00301,445794,
1.14.13.39,23760.0,28869,C05377,4055,HMDB01892
1.14.13.39,28800.0,28869,C05377,4055,HMDB01892
1.14.13.39,34200.0,28869,C05377,4055,HMDB01892
1.14.13.39,316800.0,28869,C05377,4055,HMDB01892
1.14.13.39,345600.0,28869,C05377,4055,HMDB01892
1.14.13.39,17280.0,28748,C01661,31703,
1.14.13.39,17640.0,28748,C01661,31703,
1.14.13.39,19080.0,28748,C01661,31703,
1.14.13.39,338400.0,28748,C01661,31703,
1.14.13.39,342000.0,28748,C01661,31703,
1.14.13.39,2232.0,27504,C06681;D00208,5746,
1.14.13.39,2880.0,27504,C06681;D00208,5746,
1.14.13.39,7920.0,27504,C06681;D00208,5746,
1.14.13.39,56880.0,27504,C06681;D00208,5746,
1.14.13.39,93600.0,27504,C06681;D00208,5746,
3.6.1.52,107.99999999999999,30164,C11526,,HMDB06229
3.6.1.52,107.99999999999999,30164,C11526,,HMDB06229
3.6.1.52,540.0,30164,C11526,,HMDB06229
3.6.1.52,540.0,30164,C11526,,HMDB06229
3.6.1.52,720.0,30164,C11526,,HMDB06229
3.6.1.52,720.0,30164,C11526,,HMDB06229
2.8.2.1,4.176,,,10291508,
2.8.2.1,215.99999999999997,,,10291508,
2.8.2.1,1.188,28197,C10208,5281708,HMDB03312
2.8.2.1,12.6,28197,C10208,5281708,HMDB03312
2.8.2.1,18.0,28197,C10208,5281708,HMDB03312
2.8.2.1,19.799999999999997,28197,C10208,5281708,HMDB03312
2.8.2.1,72.0,28197,C10208,5281708,HMDB03312
2.8.2.1,342.0,28197,C10208,5281708,HMDB03312
2.8.2.1,383.4,28197,C10208,5281708,HMDB03312
2.8.2.1,6.588000000000001,,,12114463,
2.8.2.1,226.8,,,12114463,
2.8.2.1,0.5760000000000001,,,12114465,
2.8.2.1,273.59999999999997,,,12114465,
2.8.2.1,24.12,,,53997099,
2.8.2.1,126.0,,,53997099,
2.8.2.1,5.3999999999999995,28088,C06563,5280961,HMDB03217
2.8.2.1,22.32,28088,C06563,5280961,HMDB03217
2.8.2.1,46.8,28088,C06563,5280961,HMDB03217
2.8.2.1,86.39999999999999,28088,C06563,5280961,HMDB03217
2.8.2.1,396.0,28088,C06563,5280961,HMDB03217
2.8.2.1,431.99999999999994,28088,C06563,5280961,HMDB03217
2.8.2.1,446.4,28088,C06563,5280961,HMDB03217
2.5.1.18,3960.0,,,119448,
2.5.1.18,8640.0,,,119448,
2.5.1.18,32400.0,,,119448,
2.5.1.18,63720.0,,,10953562,
2.5.1.18,17280.0,45389,,114705,
2.5.1.18,30240.0,45389,,114705,
2.5.1.18,16200.0,34718,C14397,6,
2.5.1.18,65880.0,34718,C14397,6,
2.5.1.18,273600.0,34718,C14397,6,
2.5.1.18,2739600.0,34718,C14397,6,
2.5.1.18,723600.0,508,C04274,21327,
2.5.1.18,1332.0,,,185583,
2.5.1.18,4680.0,,,185583,
2.5.1.18,27720.0,,,185583,
2.5.1.18,252.0,,,91504,
2.5.1.18,720.0,,,91504,
2.5.1.18,1656.0,,,91504,
2.5.1.18,1321200.0,,,67315,
2.5.1.18,381600.0,53049,,6264,
2.5.1.18,1980.0,,,265266,
2.5.1.18,2124.0,,,265266,
2.5.1.18,2951.9999999999995,,,265266,
2.5.1.18,46800.0,,,265266,
2.5.1.18,27612.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
2.5.1.18,43920.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
2.5.1.18,388800.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
2.5.1.18,1670400.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
2.5.1.18,4932000.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
2.5.1.18,756000.0,,,7443,
2.5.1.18,1249.2,,,,
2.5.1.18,1670400.0,,,,
2.5.1.18,34560000.0,78673,,6629,
2.5.1.17,598320.0,,,,
2.5.1.17,1026000.0,,,,
2.5.1.17,1071360.0,,,,
2.5.1.17,598320.0,15422,C00002;D08646,5957,HMDB00538
2.5.1.17,1026000.0,15422,C00002;D08646,5957,HMDB00538
2.5.1.17,1071360.0,15422,C00002;D08646,5957,HMDB00538
4.2.1.22,22320.0,17588;58199,C00155,6971015;91552,
4.2.1.22,122400.0,17588;58199,C00155,6971015;91552,
4.2.1.22,11880.0,17588;58199,C00155,6971015;91552,
4.2.1.22,16776.0,17588;58199,C00155,6971015;91552,
4.2.1.22,45720.0,17588;58199,C00155,6971015;91552,
4.2.1.22,1872.0000000000002,17115,C00065;D00016,5951;6857581,HMDB00187
4.2.1.22,4680.0,17115,C00065;D00016,5951;6857581,HMDB00187
4.2.1.22,9000.0,17115,C00065;D00016,5951;6857581,HMDB00187
4.2.1.22,13212.0,17115,C00065;D00016,5951;6857581,HMDB00187
4.2.1.22,19440.0,17115,C00065;D00016,5951;6857581,HMDB00187
4.2.1.22,27000.0,17115,C00065;D00016,5951;6857581,HMDB00187
4.2.1.22,50436.0,17115,C00065;D00016,5951;6857581,HMDB00187
4.2.1.22,70920.0,17115,C00065;D00016,5951;6857581,HMDB00187
2.7.4.14,108000.0,15918,C00239,13945,HMDB01202
2.7.4.14,262800.0,15918,C00239,13945,HMDB01202
2.7.4.14,162000.0,,,65177,
2.7.4.14,540000.0,,,65177,
2.7.4.14,50400.0,,,515708,
2.7.4.14,129600.0,,,515708,
2.7.4.14,331200.0,16695,C00105,6030,HMDB00288
2.7.4.14,468000.0,16695,C00105,6030,HMDB00288
2.7.4.14,259200.0,17361,C00055,6131,HMDB00095
2.7.4.14,468000.0,17361,C00055,6131,HMDB00095
1.2.4.4,11880.0,16530,C00141,49,HMDB00019
1.2.4.4,33840.0,16530,C00141,49,HMDB00019
1.2.4.4,713.88,16530,C00141,49,HMDB00019
1.11.1.9,52128.00000000001,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
1.11.1.9,70200.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
1.11.1.9,88200.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
1.11.1.9,798120.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
1.11.1.9,1055880.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
1.11.1.9,1302120.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
1.11.1.9,1469880.0,16856;60836,C00051;C02471;D00014,124886;25246407,HMDB00125
1.11.1.9,37980.0,16240;35924,C00027;D00008,22326046;784,HMDB03125
1.11.1.9,57671.99999999999,16240;35924,C00027;D00008,22326046;784,HMDB03125
1.11.1.9,74988.0,16240;35924,C00027;D00008,22326046;784,HMDB03125
1.11.1.9,1140120.0,16240;35924,C00027;D00008,22326046;784,HMDB03125
1.11.1.9,1602000.0,16240;35924,C00027;D00008,22326046;784,HMDB03125
1.11.1.9,2016000.0,16240;35924,C00027;D00008,22326046;784,HMDB03125
1.11.1.9,2412000.0,16240;35924,C00027;D00008,22326046;784,HMDB03125
3.1.3.18,68400.0,17150,C00988,529,HMDB00816
1.1.1.35,76680.0,15345,C00332,92153,
1.1.1.35,85680.0,15345,C00332,92153,
1.1.1.35,133200.0,15345,C00332,92153,
1.1.1.35,406800.0,15345,C00332,92153,
1.1.1.35,907200.0,15345,C00332,92153,
1.1.1.35,2454120.0,15345,C00332,92153,
1.1.1.35,4633200.0,15345,C00332,92153,
1.1.1.35,100800.0,28264,C05267,11966162,
1.1.1.35,2538000.0,15846,C00003;D00002,5893,HMDB00902
1.1.1.35,6541200.0,15846,C00003;D00002,5893,HMDB00902
1.1.1.35,334.8,18329,C12525,242332,HMDB00493
1.1.1.35,1919879.9999999998,15453,C01144,9543037,
1.1.1.35,2315880.0,15453,C01144,9543037,
1.1.1.35,86400.0,15491,C05259,169621,
1.1.1.35,39.599999999999994,16469,C00951;D00105,5757,HMDB00151
1.1.1.35,39.599999999999994,16032,C00523,5879,
5.4.2.3,6444.0,27425;44278,C20328,82313,
5.4.2.3,10584.0,27425;44278,C20328,82313,
2.4.2.28,8964.0,,,44401736,
2.4.2.28,2880.0,,,44401737,
2.4.2.28,5400.0,,,44401451,
2.4.2.28,10440.0,,,123674,
2.4.2.28,19800.0,,,44401733,
2.4.2.28,5400.0,,,14162705,
2.4.2.28,9000.0,,,44401401,
2.4.2.28,21240.0,,,9862185,
2.4.2.28,7704.0,,,44401783,
2.4.2.28,1008.0,,,11601597,
2.4.2.28,14.399999999999999,,,44401137,
2.4.2.28,5652.0,,,44401920,
2.4.2.28,8280.0,,,44401683,
2.4.2.28,144.0,,,60074385,
2.4.2.28,1.44,,,60074385,
2.4.2.28,13680.0,,,,
2.4.2.28,828.0,,,44401807,
2.4.2.28,5040.0,,,44401912,
2.4.2.28,1080.0,,,44401912,
2.4.2.28,5256.0,,,44401786,
2.4.2.28,2412.0,74046,,10041129,
2.4.2.28,12384.0,,,44401963,
2.4.2.28,3636.0,,,44401867,
2.4.2.28,17280.0,17319,C05198,439182,HMDB01983
2.4.2.28,3060.0,,,44401400,
2.4.2.28,15120.0,,,,
2.4.2.28,16560.0,17509,C00170,439176,HMDB01173
2.4.2.28,11376.000000000002,,,14162703,
2.4.2.28,8640.0,,,44401900,
3.3.1.1,23997600.0,17230;58065,C05330,49791978;778,HMDB00742
3.3.1.1,12420.0,,,,
3.3.1.1,6868800.0,,,,
3.3.1.1,23997600.0,16335,C00212;D00045,60961,HMDB00050
5.4.2.4,13.32,28907,C03339,61,
2.4.2.26,130.68,,,,
4.1.1.15,1475.9999999999998,16015;53374,C00025;D00007,33032;44272391;88747398,HMDB00148
4.1.1.15,6480.0,16015;53374,C00025;D00007,33032;44272391;88747398,HMDB00148
4.1.1.15,22320.0,16015;53374,C00025;D00007,33032;44272391;88747398,HMDB00148
4.1.1.15,27720.0,16015;53374,C00025;D00007,33032;44272391;88747398,HMDB00148
2.3.1.4,32400.0,47987,C00352,440997,
2.3.1.4,79560.0,47987,C00352,440997,
2.3.1.7,138600.0,15351,C00024,444493,HMDB01206
1.1.1.49,903600.0,18009,C00006,5886,HMDB00217
1.1.1.49,903600.0,,C00092,5958,HMDB01401
1.1.1.49,990000.0,,C00092,5958,HMDB01401
1.1.1.49,1004400.0,,C00092,5958,HMDB01401
1.1.1.49,2055600.0,,C00092,5958,HMDB01401
1.1.1.49,565200.0,4141,C01113,439404,
1.1.1.49,352800.0,,,6323443,
1.1.1.49,154800.0,84756,C06369,440992,
1.1.1.44,781.1999999999999,,C00345,91493,HMDB01316
1.1.1.41,108000.0,30887,C00311,1198,HMDB00193
1.1.1.41,108000.0,151,C00451,5318532,HMDB01874
1.1.1.41,108000.0,15846,C00003;D00002,5893,HMDB00902
1.1.1.40,407520.0,18009,C00006,5886,HMDB00217
1.1.1.40,453600.0,18009,C00006,5886,HMDB00217
1.1.1.40,488880.00000000006,18009,C00006,5886,HMDB00217
1.1.1.40,104040.0,15846,C00003;D00002,5893,HMDB00902
1.1.1.40,123048.00000000001,15846,C00003;D00002,5893,HMDB00902
1.1.1.40,183600.0,15846,C00003;D00002,5893,HMDB00902
1.1.1.40,399240.0,30797,C00149,222656,HMDB00156
3.1.3.11,60120.0,28013,C05378,10267,
3.1.3.11,74880.0,28013,C05378,10267,
3.1.3.11,78120.0,28013,C05378,10267,
3.1.3.11,84240.0,28013,C05378,10267,
3.1.3.11,84600.0,28013,C05378,10267,
2.4.1.65,32.4,,,,
2.4.1.65,1440.0,,,,
2.4.1.65,28872.0,59296,,5326971,
2.4.1.65,360.0,,,,
1.1.1.145,61.2,36715,,9922115,
1.1.1.145,7200.0,,,26731,
1.1.1.145,900.0,,,7058029,
1.1.1.145,180.0,17898,C00376,638015,HMDB01358
1.1.1.145,119879.99999999999,,,25775,
1.1.1.145,349.20000000000005,15994,C00674,222865,HMDB00899
1.1.1.145,3168.0,27418,C02617,8530,
1.1.1.145,144720.0,,,60983,
1.1.1.145,61.2,,,247732,HMDB00546
1.1.1.145,144.0,,,6451197,
1.1.1.145,504.0,,,6451197,
1.1.1.145,150120.0,,,12884,
1.1.1.145,114120.0,27539,C11129,7054,
1.1.1.145,154.79999999999998,,,10068031,
1.1.1.145,2700.0,16908,C00004,439153,
1.1.1.145,5940.0,16908,C00004,439153,
1.1.1.145,96120.0,52774,,11747,
1.1.1.145,42480.0,37454,C03243,6763,
1.1.1.145,270.0,,,179386,
1.1.1.145,119879.99999999999,,,53887514,
1.1.1.145,342.0,16330,C03917;D07456,10635,HMDB02961
1.1.1.145,3060.0,,,10315,
1.1.1.145,58680.0,,,19707,
1.1.1.145,114120.0,51507,C20226,8651,
1.1.1.145,7200.0,36812,,66093,
1.1.1.145,60120.0,66926,,541,
1.1.1.145,9720.0,,,70337,
1.1.1.145,2340.0,28869,C05377,4055,HMDB01892
1.1.1.145,72.0,15846,C00003;D00002,5893,HMDB00902
1.1.1.145,79.19999999999999,15846,C00003;D00002,5893,HMDB00902
1.1.1.145,180.0,15846,C00003;D00002,5893,HMDB00902
1.1.1.145,208.8,15846,C00003;D00002,5893,HMDB00902
1.1.1.145,215.99999999999997,15846,C00003;D00002,5893,HMDB00902
1.1.1.145,252.0,15846,C00003;D00002,5893,HMDB00902
1.1.1.145,396.0,15846,C00003;D00002,5893,HMDB00902
1.1.1.145,431.99999999999994,15846,C00003;D00002,5893,HMDB00902
1.1.1.145,7200.0,,,24840751,
1.1.1.145,13320.0,,,76996,
1.1.1.145,226.8,30154,C05479,92745,
1.1.1.145,72.0,28689,C01227;D08409,5881,
1.1.1.145,75.6,28689,C01227;D08409,5881,
1.1.1.145,180.0,28689,C01227;D08409,5881,
1.1.1.145,198.0,28689,C01227;D08409,5881,
1.1.1.145,198.0,28689,C01227;D08409,5881,
1.1.1.145,198.0,28689,C01227;D08409,5881,
1.1.1.145,215.99999999999997,28689,C01227;D08409,5881,
1.1.1.145,504.0,28689,C01227;D08409,5881,
1.1.1.145,522.0,28689,C01227;D08409,5881,
1.1.1.145,101880.0,16583,C00741,650,HMDB03407
1.1.1.145,16920.0,,,13389,
1.1.1.145,647.9999999999999,,,6971242,
1.1.1.145,323.99999999999994,27771,C05139,102030,HMDB00352
1.1.1.145,147.6,16229,C11825,228491,HMDB01471
1.1.1.145,252.0,,,71308401,
1.1.1.145,298.8,2150,C05293,11302,HMDB06770
1.1.1.145,50.4,,,165234,
1.1.1.145,277.2,16985,C03772,440114,HMDB03769
1.13.11.33,36720.0,17351,C01595,5280450,HMDB00673
1.13.11.33,64080.0,17351,C01595,5280450,HMDB00673
1.13.11.33,18360.0,15379;27140,C00007;D00003,977,HMDB01377
1.13.11.33,18720.0,15379;27140,C00007;D00003,977,HMDB01377
1.13.11.33,20160.0,15379;27140,C00007;D00003,977,HMDB01377
1.13.11.33,25200.0,15379;27140,C00007;D00003,977,HMDB01377
1.13.11.33,27360.0,15379;27140,C00007;D00003,977,HMDB01377
1.13.11.33,50400.0,15843,C00219,444899,HMDB01043
1.13.11.33,2051.9999999999995,15843,C00219,444899,HMDB01043
1.13.11.33,2232.0,15843,C00219,444899,HMDB01043
1.13.11.33,2664.0,15843,C00219,444899,HMDB01043
1.13.11.33,2700.0,15843,C00219,444899,HMDB01043
1.13.11.33,3744.0000000000005,15843,C00219,444899,HMDB01043
1.13.11.33,4968.0,15843,C00219,444899,HMDB01043
2.4.1.69,25.2,13332,C00325,10918995,
2.4.1.68,1620.0,32982;58648,,45266709;5460252,
1.2.1.48,4608.0,15846,C00003;D00002,5893,HMDB00902
1.2.1.48,3096.0,84067,,31291,
1.2.1.48,5472.0,17034,C01838,12533,HMDB02384
1.2.1.48,5040.0,,,5364495,
1.2.1.48,3348.0000000000005,15894;24012,C03461,5280598,
1.2.1.48,8028.000000000001,27836,C02278,8194,
1.2.1.48,3420.0,17600,C00517,984,HMDB01551
1.2.1.48,7848.000000000001,31457,C12307,8175,HMDB11623
2.4.2.8,147.6,29888,C00013,1023;21961011,
2.4.2.8,4068.0,17368,C00262,790,HMDB00157
2.4.2.8,9360.0,17368,C00262,790,HMDB00157
2.4.2.8,20520.0,17368,C00262,790,HMDB00157
2.4.2.8,136.79999999999998,17202,C00130,8582,HMDB00175
2.4.2.8,9000.0,17111,C00119,7339,HMDB00280
2.4.2.8,4320.0,16235,C00242,764,HMDB00132
2.4.2.8,37800.0,16235,C00242,764,HMDB00132
2.4.2.8,10440.0,17712;48517,C00385,1188,HMDB00292
3.6.1.23,20880.0,17625,C00460,65070,HMDB01191
3.6.1.23,33012.0,17625,C00460,65070,HMDB01191
2.4.2.4,565.2,17748,C00214,5789,HMDB00273
2.4.2.4,10367.999999999998,,,,
1.6.99.3,2437200.0,5020,C00324,,
3.6.1.28,504000.0,,,18989;76968449,
3.6.1.28,864000.0,,,18989;76968449,
3.6.1.28,863.9999999999999,15422,C00002;D08646,5957,HMDB00538
2.7.1.6,31320.0,,C00124,6036,
2.7.1.6,31320.0,,C00124,6036,
2.7.1.6,31320.0,15422,C00002;D08646,5957,HMDB00538
2.7.1.1,104400.0,,,7057906,
2.7.1.1,194400.0,15422,C00002;D08646,5957,HMDB00538
2.7.1.1,224280.0,15422,C00002;D08646,5957,HMDB00538
2.7.1.1,647.9999999999999,,C00031;D00009,5793,HMDB00122
2.7.1.1,104400.0,,C00031;D00009,5793,HMDB00122
2.7.1.1,133200.0,,C00031;D00009,5793,HMDB00122
2.7.1.1,136800.0,,C00031;D00009,5793,HMDB00122
2.7.1.1,136800.0,,C00031;D00009,5793,HMDB00122
2.7.1.1,217440.0,,C00031;D00009,5793,HMDB00122
2.7.1.1,230400.0,,C00031;D00009,5793,HMDB00122
2.7.1.1,266400.0,,C00031;D00009,5793,HMDB00122
2.7.1.1,270000.0,,C00031;D00009,5793,HMDB00122
2.7.1.1,363600.0,,C00031;D00009,5793,HMDB00122
2.7.1.3,27360.0,,C00310,439204,HMDB03371
2.7.1.3,39960.0,,C00310,439204,HMDB03371
2.7.1.3,18720.0,13172,,6904,
2.7.1.3,23400.0,13172,,6904,
2.7.1.3,17280.0,17173,,151261,HMDB00621
2.7.1.3,27360.0,17173,,151261,HMDB00621
2.7.1.3,6120.0,,C00095,439163,
2.7.1.3,21240.0,,C00095,439163,
2.7.1.3,24840.0,,C00095,439163,
2.7.1.3,27360.0,,C00095,439163,
2.7.1.3,5580.0,,C00121,5779,HMDB00283
2.7.1.3,29519.999999999996,,C00121,5779,HMDB00283
5.4.99.2,540000.0,,,,
5.4.99.2,1018800.0,,,,
2.7.1.107,313.2,77097,,6441562,HMDB07161
2.7.1.107,4428.0,77097,,6441562,HMDB07161
2.7.1.107,10080.0,77097,,6441562,HMDB07161
2.7.1.107,115.19999999999999,52333,,9543716,HMDB07218
